make,model,year,mileage,engine_size,transmission,fuel_type,terrain_type,avg_road_quality,days_since_service,driving_style,service_needed
Tata,Altroz,2008,167053,2.0,Automatic,Petrol,Hills,1,400,smooth,1
Kia,Sonet,2009,128816,1.7,Automatic,Diesel,Highway,4,241,rough,1
Mahindra,Scorpio,1998,52153,1.7,Automatic,Diesel,Urban,1,588,rough,1
Mahindra,Scorpio,2017,59985,1.4,Manual,Diesel,Hills,2,165,normal,0
Suzuki,Baleno,2004,53861,1.9,Automatic,Petrol,Urban,2,105,smooth,0
Mahindra,XUV300,2020,159075,1.0,Automatic,Diesel,Highway,3,316,rough,1
Kia,Sonet,2000,183858,0.9,Manual,Petrol,Highway,1,358,rough,1
Mahindra,Scorpio,2006,67881,2.3,Manual,Diesel,Urban,2,317,smooth,1
Mahindra,XUV300,2017,147701,1.8,Manual,Petrol,Urban,3,83,rough,0
Hyundai,i10,2013,14653,2.1,Manual,Petrol,Hills,2,514,rough,1
Toyota,Corolla,2006,98081,1.5,Automatic,Petrol,Highway,2,11,rough,0
Tata,Nexon,2020,113091,1.1,Manual,Diesel,Urban,5,242,smooth,0
Suzuki,Alto,2023,165962,2.4,Automatic,Petrol,Hills,4,308,rough,1
Mahindra,Scorpio,2020,95447,1.6,Automatic,Petrol,Highway,2,548,normal,1
Mahindra,XUV300,2021,5920,1.6,Automatic,Petrol,Urban,4,34,normal,0
Suzuki,Baleno,2019,58230,1.1,Manual,Diesel,Urban,4,158,smooth,0
Hyundai,Creta,2023,135028,2.2,Manual,Diesel,Hills,5,515,smooth,1
Toyota,Yaris,2009,104757,2.4,Manual,Petrol,Hills,2,419,normal,1
Hyundai,Creta,2023,165932,1.4,Automatic,Diesel,Hills,4,577,smooth,1
Tata,Tiago,2012,29017,2.1,Automatic,Diesel,Highway,2,370,smooth,1
Mahindra,XUV300,2023,45229,1.4,Automatic,Diesel,Highway,3,236,normal,0
Mahindra,Bolero,2015,129503,2.1,Manual,Diesel,Highway,1,519,rough,1
Toyota,Yaris,2001,157351,1.8,Automatic,Petrol,Highway,2,525,normal,1
Hyundai,Creta,2011,183225,1.1,Automatic,Petrol,Highway,5,552,normal,0
Kia,Sonet,2019,99059,1.4,Manual,Petrol,Urban,1,83,smooth,0
Suzuki,Baleno,1999,48893,1.8,Automatic,Diesel,Urban,1,27,rough,1
Mahindra,XUV300,1999,67674,1.9,Manual,Petrol,Hills,1,423,normal,1
Kia,Sportage,2009,64367,1.4,Manual,Petrol,Highway,3,9,normal,0
Suzuki,Swift,2000,36397,1.1,Automatic,Petrol,Highway,2,360,normal,1
Hyundai,Venue,1998,140348,1.2,Automatic,Petrol,Hills,3,512,smooth,1
Tata,Tiago,2022,74635,1.4,Manual,Petrol,Urban,3,203,normal,0
Suzuki,Swift,2002,12847,2.1,Manual,Petrol,Hills,4,366,rough,1
Mahindra,Bolero,2012,152381,1.1,Manual,Petrol,Hills,5,333,rough,1
Suzuki,Alto,1999,181686,1.2,Manual,Petrol,Urban,2,0,rough,0
Suzuki,Alto,2020,135130,1.5,Automatic,Petrol,Hills,5,58,rough,0
Tata,Nexon,2002,163928,1.6,Manual,Diesel,Urban,4,489,rough,1
Toyota,Yaris,2017,169129,2.3,Automatic,Diesel,Urban,3,125,normal,0
Toyota,Corolla,1999,48272,1.8,Automatic,Diesel,Highway,1,38,smooth,0
Suzuki,Baleno,2021,140710,1.6,Manual,Petrol,Highway,4,293,smooth,1
Mahindra,XUV300,2017,42062,0.8,Manual,Diesel,Urban,5,307,normal,0
Toyota,Yaris,2013,4969,1.1,Manual,Diesel,Urban,2,340,smooth,1
Tata,Altroz,1998,157268,1.5,Manual,Diesel,Highway,5,494,normal,1
Mahindra,Scorpio,2019,51320,2.1,Manual,Diesel,Hills,2,426,rough,1
Mahindra,XUV300,2007,189481,1.2,Manual,Petrol,Hills,2,302,rough,1
Mahindra,Scorpio,2005,113448,0.8,Manual,Diesel,Hills,1,0,normal,1
Kia,Seltos,2016,82134,1.9,Manual,Diesel,Urban,5,303,smooth,0
Suzuki,Baleno,2002,161056,1.0,Manual,Petrol,Urban,4,574,smooth,1
Toyota,Hilux,2006,194648,1.5,Manual,Diesel,Highway,5,584,normal,1
Mahindra,Bolero,2018,173954,2.2,Automatic,Petrol,Highway,5,101,smooth,0
Tata,Nexon,2011,70203,1.9,Automatic,Diesel,Hills,2,593,rough,1
Tata,Altroz,2010,102304,1.3,Manual,Petrol,Urban,5,330,rough,1
Hyundai,i20,1998,135439,1.3,Automatic,Petrol,Hills,1,64,normal,0
Mahindra,XUV300,2009,129969,1.4,Manual,Diesel,Urban,5,472,rough,1
Hyundai,i10,1998,142999,1.4,Automatic,Diesel,Hills,4,101,normal,0
Kia,Sonet,2023,112834,1.8,Automatic,Petrol,Hills,2,2,normal,0
Toyota,Hilux,2018,9471,1.6,Manual,Petrol,Urban,4,220,rough,1
Tata,Nexon,2023,138832,1.4,Manual,Petrol,Highway,2,303,smooth,1
Hyundai,Creta,2002,161670,1.7,Manual,Diesel,Hills,3,342,normal,1
Hyundai,i20,2003,193961,1.9,Manual,Diesel,Urban,3,20,smooth,0
Toyota,Yaris,2020,67106,0.8,Automatic,Diesel,Hills,5,123,rough,0
Hyundai,Venue,2012,59088,1.8,Manual,Petrol,Urban,3,323,smooth,0
Hyundai,i10,2018,171722,1.0,Manual,Petrol,Hills,5,372,rough,1
Mahindra,Scorpio,2017,170450,2.3,Manual,Petrol,Urban,4,290,smooth,1
Hyundai,i20,2005,124999,0.9,Automatic,Diesel,Hills,2,1,rough,1
Tata,Altroz,2014,177668,1.5,Automatic,Petrol,Highway,1,349,smooth,1
Toyota,Yaris,2008,117014,2.2,Manual,Petrol,Highway,5,158,rough,0
Toyota,Corolla,2004,21743,2.1,Automatic,Diesel,Hills,5,297,smooth,1
Hyundai,Venue,2021,158683,1.5,Automatic,Diesel,Urban,1,171,smooth,0
Hyundai,Venue,2021,45668,1.8,Manual,Petrol,Highway,3,140,rough,0
Hyundai,i20,2020,199501,2.1,Manual,Diesel,Urban,4,25,rough,0
Toyota,Yaris,2006,84929,1.1,Automatic,Diesel,Hills,1,583,smooth,1
Toyota,Hilux,2021,122503,1.7,Automatic,Petrol,Hills,3,292,smooth,1
Toyota,Corolla,2001,113641,2.0,Automatic,Diesel,Highway,4,59,normal,0
Kia,Seltos,2004,39041,2.1,Manual,Petrol,Highway,3,438,normal,0
Kia,Seltos,2015,130556,1.1,Automatic,Petrol,Urban,3,107,smooth,0
Tata,Altroz,1999,20014,1.7,Automatic,Diesel,Urban,5,418,normal,1
Tata,Nexon,2004,26711,1.8,Automatic,Petrol,Urban,1,589,smooth,1
Toyota,Corolla,2010,191856,1.6,Manual,Petrol,Urban,2,319,smooth,1
Hyundai,i10,2000,7358,1.9,Automatic,Petrol,Urban,3,553,normal,0
Tata,Altroz,2019,34910,2.0,Automatic,Petrol,Urban,3,279,rough,1
Suzuki,Wagon R,2011,195018,1.8,Automatic,Diesel,Hills,2,287,normal,1
Toyota,Corolla,2004,173604,0.9,Automatic,Petrol,Hills,5,352,normal,1
Hyundai,Creta,2001,148282,1.4,Manual,Petrol,Highway,1,69,smooth,0
Toyota,Hilux,2006,128926,0.9,Automatic,Petrol,Hills,1,516,rough,1
Mahindra,XUV300,2009,39378,1.8,Automatic,Diesel,Highway,2,66,normal,0
Kia,Seltos,2019,48113,1.3,Manual,Petrol,Urban,2,171,normal,0
Toyota,Corolla,1999,128541,1.7,Manual,Petrol,Hills,2,470,smooth,1
Hyundai,i10,2017,100543,1.7,Manual,Petrol,Highway,2,547,normal,1
Hyundai,Venue,2002,45828,1.8,Manual,Petrol,Hills,1,310,normal,1
Toyota,Hilux,2013,91733,1.5,Automatic,Diesel,Highway,4,399,normal,1
Kia,Sonet,2009,154175,2.1,Manual,Diesel,Urban,5,278,smooth,1
Toyota,Corolla,2016,51231,0.8,Automatic,Petrol,Urban,4,247,rough,1
Hyundai,Creta,2009,21752,2.1,Manual,Diesel,Highway,5,83,rough,0
Toyota,Hilux,2003,124237,0.9,Automatic,Petrol,Urban,1,459,rough,1
Tata,Tiago,2003,12715,1.9,Manual,Petrol,Urban,4,480,rough,1
Hyundai,Creta,2020,127481,1.4,Automatic,Diesel,Hills,2,448,smooth,1
Toyota,Yaris,2008,130810,1.4,Automatic,Petrol,Highway,2,195,rough,1
Toyota,Yaris,2015,93373,2.3,Automatic,Diesel,Highway,3,142,rough,0
Suzuki,Wagon R,2019,198684,1.4,Manual,Petrol,Urban,4,238,smooth,0
Hyundai,i10,2014,146401,1.7,Automatic,Petrol,Highway,5,157,rough,0
Suzuki,Alto,2021,48033,2.2,Manual,Petrol,Highway,3,6,rough,0
Tata,Tiago,2017,43461,0.9,Automatic,Diesel,Urban,5,577,normal,0
Hyundai,i10,1999,186202,1.4,Automatic,Petrol,Urban,4,265,normal,0
Toyota,Corolla,2022,127865,1.0,Automatic,Diesel,Hills,1,163,smooth,0
Tata,Tiago,2011,165624,1.8,Manual,Diesel,Highway,5,435,rough,1
Kia,Sonet,2000,169370,1.4,Manual,Diesel,Hills,1,116,normal,1
Tata,Nexon,1999,104268,0.8,Automatic,Petrol,Urban,1,78,smooth,0
Suzuki,Baleno,2001,43108,1.7,Manual,Petrol,Urban,4,542,normal,0
Mahindra,Bolero,2011,31179,1.5,Automatic,Petrol,Highway,4,446,smooth,1
Tata,Altroz,2003,120407,1.1,Manual,Petrol,Urban,2,59,rough,1
Mahindra,XUV300,2020,42922,1.7,Automatic,Petrol,Urban,2,344,smooth,1
Toyota,Corolla,1999,189749,2.4,Manual,Diesel,Urban,5,55,rough,0
Suzuki,Swift,2012,159104,1.5,Manual,Diesel,Urban,1,98,rough,1
Suzuki,Baleno,2018,184403,1.3,Manual,Diesel,Highway,3,262,smooth,0
Toyota,Corolla,2013,126279,0.9,Manual,Diesel,Urban,4,551,normal,1
Hyundai,i20,2014,177180,1.8,Automatic,Diesel,Hills,4,220,rough,1
Tata,Nexon,2017,101723,1.6,Automatic,Diesel,Highway,2,62,normal,0
Toyota,Corolla,2002,35371,1.4,Manual,Diesel,Highway,5,482,normal,1
Tata,Altroz,2004,29715,1.6,Manual,Diesel,Urban,5,597,normal,1
Mahindra,Scorpio,2002,196021,1.2,Manual,Diesel,Highway,3,404,rough,1
Kia,Seltos,2019,157249,1.9,Manual,Diesel,Urban,5,64,rough,0
Tata,Altroz,2010,156812,2.1,Automatic,Petrol,Hills,5,212,smooth,1
Suzuki,Baleno,2018,103689,0.9,Manual,Petrol,Highway,4,464,rough,1
Suzuki,Swift,2000,187816,1.7,Manual,Petrol,Urban,5,307,rough,1
Mahindra,XUV300,2020,32300,1.6,Manual,Diesel,Urban,4,545,normal,0
Suzuki,Baleno,2017,40487,2.0,Manual,Diesel,Hills,3,435,rough,1
Suzuki,Baleno,2003,189388,2.3,Manual,Petrol,Hills,1,104,rough,1
Mahindra,XUV300,2014,6191,1.3,Automatic,Petrol,Hills,1,129,rough,1
Tata,Nexon,2013,140244,1.2,Automatic,Petrol,Urban,2,231,rough,1
Hyundai,i20,2018,130734,1.9,Manual,Diesel,Hills,3,199,normal,1
Toyota,Yaris,2014,183302,2.2,Manual,Diesel,Hills,5,466,normal,1
Mahindra,Scorpio,2002,33111,2.4,Automatic,Diesel,Urban,5,7,rough,0
Hyundai,Creta,2010,63920,2.0,Automatic,Diesel,Highway,1,434,normal,1
Toyota,Hilux,2021,92570,0.8,Automatic,Petrol,Highway,5,147,normal,0
Kia,Sportage,2018,97439,1.4,Automatic,Petrol,Highway,4,435,smooth,0
Hyundai,i20,2012,128426,1.1,Automatic,Petrol,Highway,3,441,normal,0
Hyundai,Creta,2002,107797,2.1,Automatic,Diesel,Urban,2,549,smooth,1
Toyota,Corolla,2012,81815,1.6,Automatic,Diesel,Highway,1,222,normal,1
Tata,Tiago,2005,130896,2.4,Manual,Petrol,Hills,2,560,normal,1
Tata,Altroz,2001,100661,1.2,Manual,Petrol,Urban,1,168,smooth,0
Suzuki,Swift,2022,126257,1.6,Automatic,Petrol,Hills,2,148,rough,1
Tata,Tiago,2001,159299,1.6,Automatic,Petrol,Hills,2,373,normal,1
Mahindra,XUV300,2010,111212,2.3,Automatic,Diesel,Urban,4,225,normal,1
Hyundai,Venue,2008,150977,1.3,Automatic,Diesel,Urban,2,182,smooth,1
Hyundai,i20,2006,156240,1.4,Automatic,Diesel,Highway,4,413,normal,1
Hyundai,Venue,2017,180876,1.9,Manual,Petrol,Urban,3,112,smooth,0
Tata,Tiago,2021,195404,1.3,Manual,Diesel,Hills,1,232,normal,1
Mahindra,XUV300,2012,190921,1.8,Manual,Diesel,Urban,5,301,smooth,1
Toyota,Yaris,2005,58533,2.0,Manual,Diesel,Urban,4,202,rough,1
Kia,Seltos,2019,61005,2.4,Automatic,Diesel,Urban,4,465,smooth,1
Toyota,Hilux,1999,67028,1.9,Automatic,Diesel,Hills,4,282,normal,1
Suzuki,Alto,2015,47638,1.6,Automatic,Petrol,Hills,4,460,smooth,1
Tata,Tiago,2019,6754,2.0,Automatic,Diesel,Hills,1,514,rough,1
Mahindra,Bolero,2019,86986,1.0,Automatic,Petrol,Highway,4,366,rough,1
Hyundai,Creta,2022,59447,1.5,Manual,Diesel,Urban,2,185,rough,1
Toyota,Corolla,2013,199167,1.2,Manual,Diesel,Highway,5,514,normal,1
Hyundai,Venue,1998,41787,1.0,Automatic,Diesel,Urban,2,490,smooth,1
Suzuki,Alto,2022,137153,2.0,Automatic,Diesel,Highway,3,65,smooth,0
Kia,Sportage,2006,70695,2.1,Manual,Diesel,Urban,4,597,normal,1
Hyundai,i10,2007,22033,2.1,Automatic,Petrol,Highway,4,208,smooth,0
Suzuki,Wagon R,2011,118725,2.0,Automatic,Petrol,Hills,5,376,smooth,1
Mahindra,Bolero,2017,120322,2.0,Manual,Diesel,Hills,3,100,smooth,0
Tata,Altroz,2023,103483,1.4,Manual,Diesel,Hills,4,19,smooth,0
Toyota,Corolla,2007,116175,1.1,Manual,Petrol,Hills,2,468,rough,1
Suzuki,Swift,2019,5023,1.1,Automatic,Petrol,Urban,2,37,normal,0
Suzuki,Alto,2011,107195,1.1,Automatic,Diesel,Highway,5,19,rough,0
Suzuki,Swift,2014,30766,2.2,Manual,Petrol,Highway,5,525,rough,1
Mahindra,Scorpio,2000,150159,1.0,Manual,Petrol,Highway,2,54,rough,1
Kia,Sportage,2017,39727,1.8,Automatic,Petrol,Highway,2,593,rough,1
Tata,Nexon,2016,197718,0.8,Automatic,Diesel,Hills,3,318,rough,1
Kia,Sonet,2011,58506,0.9,Manual,Petrol,Highway,5,75,smooth,0
Kia,Sportage,2023,171933,1.1,Manual,Diesel,Urban,4,18,rough,0
Suzuki,Alto,2013,8469,1.3,Automatic,Diesel,Highway,1,145,smooth,0
Hyundai,Creta,2017,184360,1.8,Manual,Diesel,Highway,3,302,rough,1
Tata,Tiago,2008,150256,2.3,Manual,Diesel,Hills,5,160,normal,1
Hyundai,Venue,2014,179325,1.8,Manual,Diesel,Urban,3,398,normal,0
Kia,Seltos,2003,164326,2.1,Automatic,Petrol,Urban,3,136,rough,0
Toyota,Hilux,2023,6471,1.1,Automatic,Petrol,Urban,4,572,rough,1
Mahindra,XUV300,2007,168937,1.1,Manual,Petrol,Urban,3,253,rough,1
Mahindra,Scorpio,2019,169597,1.6,Automatic,Petrol,Highway,5,562,normal,0
Kia,Sportage,2018,195402,1.2,Automatic,Petrol,Urban,2,580,normal,1
Toyota,Yaris,2002,45963,2.1,Automatic,Diesel,Urban,2,260,normal,1
Suzuki,Baleno,2001,29201,0.9,Manual,Diesel,Highway,2,312,smooth,1
Kia,Sportage,2001,45821,0.9,Manual,Diesel,Hills,4,363,smooth,1
Toyota,Corolla,2022,141782,2.3,Manual,Petrol,Hills,1,547,rough,1
Mahindra,XUV300,2018,135503,0.9,Automatic,Petrol,Urban,4,162,normal,0
Hyundai,Creta,2020,22675,2.1,Manual,Diesel,Hills,2,399,rough,1
Suzuki,Baleno,2019,143905,2.2,Automatic,Diesel,Highway,4,227,normal,0
Kia,Sportage,2021,136715,1.8,Automatic,Petrol,Hills,3,440,normal,1
Mahindra,Bolero,2018,50299,1.3,Manual,Diesel,Highway,3,518,normal,1
Mahindra,Scorpio,2003,127302,0.8,Automatic,Petrol,Highway,3,147,rough,0
Mahindra,XUV300,2021,68428,0.9,Manual,Diesel,Highway,4,141,smooth,0
Hyundai,i20,2022,154716,2.4,Automatic,Petrol,Hills,2,580,smooth,1
Kia,Seltos,2000,168593,1.1,Manual,Petrol,Hills,1,370,smooth,1
Hyundai,i20,2022,65292,1.8,Automatic,Petrol,Highway,1,444,normal,1
Mahindra,XUV300,2006,9304,1.0,Automatic,Petrol,Hills,4,489,normal,1
Hyundai,Creta,2022,132350,1.9,Automatic,Diesel,Urban,1,592,rough,1
Toyota,Yaris,2021,100852,1.2,Manual,Diesel,Hills,4,42,normal,0
Toyota,Yaris,2006,58718,1.9,Manual,Diesel,Urban,1,493,smooth,1
Toyota,Corolla,2003,72184,1.5,Automatic,Petrol,Urban,5,513,normal,0
Hyundai,i10,2019,114672,1.9,Automatic,Petrol,Highway,2,143,normal,0
Mahindra,Scorpio,2013,81258,1.8,Automatic,Diesel,Hills,4,343,normal,1
Kia,Sonet,2012,33651,1.4,Automatic,Petrol,Urban,3,242,normal,0
Kia,Seltos,2014,40823,1.3,Automatic,Diesel,Urban,5,531,rough,1
Mahindra,Scorpio,2023,66870,2.0,Automatic,Petrol,Highway,4,213,smooth,0
Toyota,Hilux,2012,145055,2.2,Automatic,Petrol,Hills,4,380,smooth,1
Suzuki,Baleno,2006,9823,2.4,Manual,Petrol,Highway,2,446,rough,1
Suzuki,Wagon R,1999,84816,1.0,Manual,Petrol,Hills,3,43,normal,0
Kia,Sportage,1998,184801,1.6,Manual,Petrol,Urban,4,378,rough,1
Toyota,Hilux,2015,106850,2.0,Manual,Petrol,Urban,3,503,rough,1
Tata,Nexon,2009,64001,1.0,Manual,Petrol,Highway,4,475,rough,1
Tata,Tiago,2006,78939,1.2,Automatic,Diesel,Hills,1,558,rough,1
Toyota,Corolla,2012,40991,1.6,Manual,Petrol,Urban,4,467,rough,1
Kia,Sportage,2003,83257,1.3,Automatic,Diesel,Urban,3,258,rough,1
Mahindra,Bolero,2015,135970,2.4,Automatic,Petrol,Highway,1,219,normal,1
Tata,Altroz,1998,92087,1.4,Automatic,Petrol,Highway,4,259,normal,0
Kia,Sportage,2003,189733,0.9,Manual,Petrol,Hills,1,523,rough,1
Kia,Sportage,2008,83685,1.3,Automatic,Diesel,Hills,1,574,rough,1
Tata,Altroz,2010,176942,1.0,Automatic,Petrol,Hills,5,161,rough,0
Tata,Tiago,2001,36691,2.2,Automatic,Petrol,Urban,3,246,rough,1
Suzuki,Swift,2002,12752,0.9,Automatic,Petrol,Urban,4,381,rough,1
Tata,Tiago,2002,35994,1.1,Manual,Petrol,Highway,5,264,smooth,0
Tata,Altroz,2017,98665,1.0,Automatic,Petrol,Hills,4,376,smooth,1
Tata,Tiago,2008,186214,1.8,Automatic,Diesel,Urban,1,225,rough,1
Suzuki,Swift,2019,12346,2.2,Automatic,Diesel,Urban,2,276,rough,1
Hyundai,i10,2021,94353,1.0,Manual,Diesel,Highway,5,545,normal,0
Mahindra,XUV300,2006,147302,1.1,Manual,Diesel,Urban,3,278,rough,1
Suzuki,Wagon R,2013,175927,1.4,Manual,Diesel,Hills,5,288,smooth,1
Toyota,Yaris,2017,161588,1.9,Manual,Diesel,Highway,2,482,rough,1
Suzuki,Baleno,2005,144559,0.9,Automatic,Diesel,Highway,1,123,rough,1
Kia,Sportage,1998,24447,0.9,Automatic,Diesel,Highway,3,515,smooth,1
Mahindra,Scorpio,2023,90960,1.1,Manual,Petrol,Hills,5,226,rough,1
Toyota,Yaris,2022,184172,1.8,Automatic,Petrol,Hills,4,459,rough,1
Kia,Seltos,2014,56798,2.1,Manual,Diesel,Hills,4,206,rough,1
Toyota,Yaris,2015,53290,2.3,Manual,Diesel,Hills,3,218,normal,1
Hyundai,i20,2020,61810,1.0,Manual,Petrol,Urban,4,500,normal,0
Mahindra,XUV300,2005,18037,1.4,Automatic,Petrol,Urban,3,595,rough,1
Tata,Altroz,2014,142544,1.5,Automatic,Diesel,Urban,2,82,smooth,0
Suzuki,Alto,2011,18282,2.1,Manual,Diesel,Hills,3,283,smooth,1
Tata,Nexon,2017,182526,1.8,Manual,Petrol,Hills,1,374,rough,1
Mahindra,Scorpio,2022,119219,1.8,Automatic,Diesel,Hills,4,397,smooth,1
Suzuki,Alto,2021,53085,1.0,Automatic,Diesel,Highway,4,464,normal,0
Suzuki,Wagon R,2006,62711,1.7,Automatic,Petrol,Highway,4,88,smooth,0
Tata,Nexon,2011,131202,0.9,Automatic,Petrol,Highway,1,333,rough,1
Tata,Nexon,2006,166834,2.2,Manual,Petrol,Highway,2,597,rough,1
Tata,Altroz,2006,66095,1.1,Automatic,Diesel,Urban,5,61,normal,0
Suzuki,Swift,2014,54631,0.9,Automatic,Petrol,Urban,3,575,normal,0
Hyundai,Venue,2011,193001,1.7,Manual,Petrol,Hills,5,324,smooth,1
Mahindra,XUV300,2013,61643,1.2,Manual,Diesel,Hills,4,200,rough,1
Suzuki,Wagon R,2006,49403,2.2,Manual,Diesel,Highway,2,479,rough,1
Toyota,Corolla,1998,35174,0.9,Manual,Petrol,Hills,4,173,smooth,0
Kia,Sportage,2012,52678,1.8,Automatic,Petrol,Hills,2,405,rough,1
Hyundai,i20,2005,92906,1.5,Manual,Petrol,Hills,1,178,smooth,0
Kia,Sportage,2001,152302,1.6,Manual,Diesel,Highway,4,405,rough,1
Tata,Altroz,2009,11770,1.8,Automatic,Diesel,Hills,2,161,rough,1
Kia,Sportage,2020,65824,1.6,Manual,Diesel,Highway,1,572,smooth,1
Hyundai,Venue,2009,31933,0.9,Automatic,Petrol,Hills,3,379,rough,1
Hyundai,Venue,2007,158072,1.5,Automatic,Petrol,Highway,5,423,rough,1
Kia,Seltos,2011,8410,1.5,Manual,Petrol,Highway,4,48,normal,0
Suzuki,Alto,2011,61557,2.1,Manual,Diesel,Highway,4,340,normal,1
Mahindra,Scorpio,2018,119656,1.1,Automatic,Petrol,Highway,2,362,smooth,1
Kia,Sonet,2019,185024,2.1,Automatic,Diesel,Urban,1,552,smooth,1
Tata,Nexon,2014,36623,1.7,Manual,Petrol,Urban,3,182,normal,0
Kia,Sportage,2006,25054,1.6,Automatic,Petrol,Highway,3,493,rough,1
Suzuki,Alto,2016,155458,1.0,Automatic,Diesel,Urban,5,0,normal,0
Toyota,Hilux,2005,64035,2.0,Automatic,Diesel,Hills,5,108,smooth,0
Tata,Altroz,2009,156504,2.1,Automatic,Petrol,Urban,4,249,smooth,0
Kia,Seltos,2002,171455,2.2,Automatic,Diesel,Hills,5,430,smooth,1
Hyundai,i20,2020,137832,1.8,Automatic,Petrol,Urban,2,323,smooth,1
Suzuki,Baleno,1998,27995,1.4,Manual,Diesel,Hills,3,411,normal,1
Hyundai,Creta,2005,81931,2.2,Manual,Diesel,Highway,4,377,smooth,1
Kia,Sonet,2016,153158,2.0,Manual,Petrol,Hills,2,104,normal,0
Toyota,Yaris,2007,185721,2.2,Automatic,Petrol,Urban,5,265,normal,0
Mahindra,Bolero,2011,73194,2.3,Manual,Petrol,Hills,1,550,smooth,1
Suzuki,Wagon R,2000,153611,1.8,Automatic,Diesel,Highway,5,513,rough,1
Hyundai,Creta,2003,167226,1.7,Manual,Diesel,Hills,2,80,smooth,1
Mahindra,Bolero,2006,162741,1.7,Automatic,Diesel,Hills,3,310,smooth,1
Tata,Altroz,2010,70534,0.9,Automatic,Diesel,Hills,5,573,normal,1
Hyundai,i10,2014,122006,1.5,Manual,Petrol,Highway,1,293,normal,1
Toyota,Hilux,2018,151586,1.5,Manual,Petrol,Urban,3,428,smooth,0
Kia,Sportage,2020,170860,2.2,Automatic,Diesel,Highway,4,363,smooth,1
Mahindra,Bolero,1999,103127,2.1,Automatic,Petrol,Urban,4,171,normal,0
Tata,Nexon,2012,57312,1.5,Automatic,Diesel,Highway,3,559,smooth,1
Mahindra,XUV300,2023,69677,1.9,Automatic,Diesel,Urban,1,289,smooth,1
Toyota,Yaris,2021,174675,1.5,Automatic,Diesel,Urban,4,420,normal,0
Hyundai,i20,2021,24312,1.4,Manual,Diesel,Hills,4,201,smooth,1
Suzuki,Baleno,2015,5011,0.8,Automatic,Petrol,Urban,3,125,normal,0
Hyundai,Venue,2008,14120,1.9,Manual,Diesel,Hills,5,391,rough,1
Tata,Tiago,1999,94575,2.4,Automatic,Diesel,Urban,1,30,rough,1
Suzuki,Alto,2001,8744,1.0,Manual,Petrol,Urban,5,375,rough,1
Hyundai,Creta,2021,101746,1.7,Manual,Diesel,Highway,5,154,normal,0
Tata,Tiago,2011,50093,2.3,Automatic,Petrol,Highway,3,233,rough,1
Hyundai,i10,2016,160489,1.3,Manual,Petrol,Highway,5,244,rough,1
Suzuki,Swift,2007,136241,1.0,Automatic,Diesel,Urban,2,123,normal,0
Suzuki,Baleno,2002,34778,2.2,Manual,Diesel,Hills,4,200,rough,1
Toyota,Corolla,2014,28372,1.3,Manual,Petrol,Hills,4,108,normal,0
Hyundai,i10,2013,176333,1.7,Manual,Petrol,Highway,5,488,rough,1
Toyota,Yaris,2014,136004,1.7,Automatic,Petrol,Highway,5,378,rough,1
Suzuki,Baleno,2020,53098,1.4,Automatic,Petrol,Urban,2,415,normal,1
Mahindra,XUV300,2010,190954,1.1,Automatic,Petrol,Hills,5,382,normal,1
Kia,Sportage,2009,3138,1.7,Automatic,Diesel,Urban,3,384,normal,1
Suzuki,Wagon R,2021,84532,1.5,Manual,Diesel,Urban,2,138,rough,0
Mahindra,Scorpio,2001,197994,2.1,Manual,Petrol,Highway,3,103,normal,0
Kia,Sonet,2019,180912,2.1,Manual,Diesel,Highway,3,164,normal,0
Suzuki,Swift,2004,153023,0.9,Manual,Petrol,Highway,1,163,rough,0
Hyundai,Venue,2019,121418,1.0,Manual,Petrol,Hills,3,116,smooth,0
Tata,Nexon,1999,158914,1.4,Manual,Diesel,Highway,4,245,normal,1
Tata,Tiago,2018,47789,2.1,Manual,Petrol,Hills,4,516,normal,1
Hyundai,i10,2014,135279,1.2,Automatic,Diesel,Highway,2,523,normal,1
Kia,Sportage,2003,69418,1.5,Manual,Diesel,Highway,4,581,rough,1
Tata,Tiago,2020,109233,1.6,Manual,Diesel,Highway,3,416,normal,0
Suzuki,Wagon R,2021,5454,1.4,Automatic,Petrol,Urban,3,498,rough,1
Toyota,Yaris,2015,39304,2.2,Manual,Diesel,Highway,3,81,rough,0
Suzuki,Wagon R,2016,25190,2.0,Manual,Diesel,Urban,4,364,smooth,0
Suzuki,Alto,2000,153575,2.4,Manual,Diesel,Hills,4,336,normal,1
Hyundai,Creta,2014,149144,2.2,Manual,Petrol,Highway,3,574,normal,0
Mahindra,Bolero,2003,24826,1.5,Manual,Petrol,Urban,5,493,smooth,0
Toyota,Corolla,2020,54919,2.0,Automatic,Diesel,Urban,5,565,rough,1
Kia,Seltos,2007,156385,1.8,Manual,Petrol,Highway,5,203,rough,1
Suzuki,Wagon R,1999,146016,1.2,Automatic,Petrol,Urban,1,302,smooth,1
Hyundai,i10,2000,80842,1.1,Manual,Diesel,Hills,2,112,normal,1
Toyota,Hilux,2005,14590,0.8,Automatic,Petrol,Hills,3,64,normal,0
Kia,Sportage,2001,166864,1.8,Automatic,Diesel,Hills,5,140,normal,0
Suzuki,Swift,2005,81471,2.0,Manual,Petrol,Urban,1,126,normal,0
Hyundai,Venue,1998,154203,1.9,Manual,Petrol,Hills,1,383,normal,1
Hyundai,Venue,2001,11605,0.8,Automatic,Diesel,Urban,3,354,rough,1
